StartDate,EndDate,Status_x,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q34,1.1,1.2,1.3,Q33,4.1,4.2,8.1,8.2,5.1,5.2,6.1,6.2,7.1,7.2,3.1,3.2,10.1,10.2,9.1,9.2,PROLIFIC_PID,Submission id,Participant id,Status_y,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Religious affiliation,Participation in regular religious activities,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
1/15/2025 7:01,1/15/2025 7:11,IP Address,99.226.21.147,100,548,TRUE,1/15/2025 7:11,R_3jHcEvFt8no52uW,,,,,43.5204,-80.2245,anonymous,ZH-T,5aebc4ac75deca00016252ea,somewhat believe,undergraduate (college/University),Once a week,Yes,may decrease,remain the same,remain the same,remain the same,may decrease,remain the same,may increase,very likely to increase,remain the same,may increase,may increase,very likely to increase,may increase,may increase,may decrease,stay the same,5aebc4ac75deca00016252ea,6787a3a9c7bbcb85feda3f29,5aebc4ac75deca00016252ea,APPROVED,Not Applicable,2025-01-15T12:01:45.727000Z,2025-01-15T12:11:33.561000Z,2025-01-26T04:03:36.762000Z,2025-01-15T12:11:34.760136Z,588,NOCODE,162,English,Hinduism,Yes. Both public and private,53,Female,Asian,Sri Lanka,Canada,Sri Lanka,Tamil,No,Unemployed (and job seeking)
1/15/2025 7:16,1/15/2025 7:20,IP Address,41.13.9.211,100,284,TRUE,1/15/2025 7:20,R_81bIAi6sOfsIees,,,,,-26.0964,27.991,anonymous,ZH-T,64f8276b07455768fdff26ef,somewhat believe,undergraduate (college/University),Daily or more,Yes,may decrease,definitely increase,very likely to decrease,definitely increase,may decrease,definitely increase,definitely increase,definitely increase,will definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,may decrease,definitely increase,64f8276b07455768fdff26ef,6787a6b9cd6d667681c06257,64f8276b07455768fdff26ef,AWAITING REVIEW,Not Applicable,2025-01-15T12:16:05.257000Z,2025-01-15T12:21:50.103000Z,,2025-01-15T12:21:50.740908Z,345,NOCODE,3,English,Hinduism,Yes. Both public and private,25,Male,Asian,South Africa,South Africa,South Africa,English,Yes,Full-Time
1/15/2025 7:19,1/15/2025 7:23,IP Address,81.100.182.227,100,260,TRUE,1/15/2025 7:23,R_8mfCJeWd8zdJkjv,,,,,52.6181,-1.1804,anonymous,ZH-T,66be7301e7d69c455ad941e2,strongly believe,high school,Once a month,Yes,remain the same,very likely to increase,definitely decrease,may increase,very likely to decrease,very likely to increase,very likely to increase,may increase,will definitely increase,may increase,very likely to increase,very likely to increase,remain the same,remain the same,may decrease,may decrease,66be7301e7d69c455ad941e2,6787a7c99ab822933f3f27a7,66be7301e7d69c455ad941e2,AWAITING REVIEW,Not Applicable,2025-01-15T12:19:24.951000Z,2025-01-15T12:24:26.172000Z,,2025-01-15T12:24:26.785094Z,302,https://umac.au1.qualtrics.com/jfe/form/SV_aXf94j1tph8sjJ4?PROLIFIC_PID=66be7301e7d69c455ad941e2&amp;STUDY_ID=67874afa352c3a61a16dba7b&amp;SESSION_ID=6787a7c99ab822933f3f27a7,266,"English, Gujarati",Hinduism,Yes. Both public and private,19,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1/15/2025 7:13,1/15/2025 7:25,IP Address,23.27.42.26,100,712,TRUE,1/15/2025 7:25,R_5KC0ExCssoOPWj8,,,,,37.751,-97.822,anonymous,ZH-T,6738fb6675428cd9a4c052f8,somewhat believe,undergraduate (college/University),Once a few months,Yes,may decrease,may decrease,very likely to decrease,definitely decrease,very likely to decrease,very likely to decrease,very likely to increase,definitely increase,very likely to increase,definitely increase,may increase,very likely to increase,may increase,very likely to increase,very likely to decrease,may decrease,6738fb6675428cd9a4c052f8,6787a5669a20345c95547cf4,6738fb6675428cd9a4c052f8,APPROVED,Not Applicable,2025-01-15T12:11:04.862000Z,2025-01-15T12:26:30.109000Z,2025-01-26T04:03:37.079000Z,2025-01-15T12:26:41.667085Z,926,NOCODE,84,English,Hinduism,Yes. Both public and private,45,Male,Black,United States,United States,United States,English,No,Part-Time
1/15/2025 7:47,1/15/2025 7:51,IP Address,99.234.101.124,100,260,TRUE,1/15/2025 7:51,R_7OljpWDM2OovNfT,,,,,43.6445,-79.7755,anonymous,ZH-T,66b0e6870e7bf8ab93a4e201,strongly believe,graduate school (postgraduate),Daily or more,Yes,remain the same,remain the same,may increase,may increase,remain the same,may increase,may increase,may increase,remain the same,may decrease,may increase,may increase,remain the same,remain the same,may increase,stay the same,66b0e6870e7bf8ab93a4e201,6787ae4d2d48a046be2754b7,66b0e6870e7bf8ab93a4e201,AWAITING REVIEW,Not Applicable,2025-01-15T12:47:09.027000Z,2025-01-15T12:52:09.662000Z,,2025-01-15T12:52:13.019263Z,301,NOCODE,165,English,Hinduism,Yes. Both public and private,46,Male,Asian,India,Canada,India,Bengali,No,Full-Time
1/15/2025 7:49,1/15/2025 7:53,IP Address,107.77.206.9,100,234,TRUE,1/15/2025 7:53,R_3dnHhYNBNrx4COL,,,,,41.8986,-87.738,anonymous,ZH-T,65e231b58b6f797b593b61d3,strongly believe,graduate school (postgraduate),Once a week,Yes,remain the same,may increase,remain the same,remain the same,may decrease,remain the same,definitely increase,definitely increase,very likely to increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,may decrease,may decrease,65e231b58b6f797b593b61d3,6787aebb68909e81d8555450,65e231b58b6f797b593b61d3,AWAITING REVIEW,Not Applicable,2025-01-15T12:49:05.632000Z,2025-01-15T12:53:32.653000Z,,2025-01-15T12:53:33.331756Z,268,NOCODE,26,English,Hinduism,Yes. Both public and private,41,Female,Asian,Nepal,United States,Nepal,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1/15/2025 7:53,1/15/2025 7:57,IP Address,67.69.76.236,100,285,TRUE,1/15/2025 7:57,R_3fiIlJCDo6d9fZQ,,,,,45.5278,-73.6684,anonymous,ZH-T,66989959a9a6e990d72c7a91,strongly believe,graduate school (postgraduate),2-3 times a year,Yes,may decrease,may decrease,very likely to decrease,definitely decrease,very likely to decrease,may decrease,very likely to increase,definitely increase,very likely to increase,very likely to increase,may increase,may increase,remain the same,remain the same,very likely to decrease,may decrease,66989959a9a6e990d72c7a91,6787afaa98ac6fcbdd34831a,66989959a9a6e990d72c7a91,AWAITING REVIEW,Not Applicable,2025-01-15T12:53:03.464000Z,2025-01-15T12:58:07.752000Z,,2025-01-15T12:58:08.577804Z,305,NOCODE,176,"English, Tamil",Hinduism,Yes. Both public and private,27,Female,Asian,India,Canada,India,Tamil,No,Full-Time
1/15/2025 8:01,1/15/2025 8:03,IP Address,49.36.222.177,100,159,TRUE,1/15/2025 8:03,R_4mezUaCkfyP4YyR,,,,,29.9478,78.1628,anonymous,ZH-T,65f51a114f9d8d272d90c786,somewhat believe,undergraduate (college/University),Once a week,Yes,may decrease,may decrease,remain the same,remain the same,may decrease,may decrease,may increase,may increase,may increase,may increase,may increase,remain the same,remain the same,remain the same,very likely to decrease,very likely to decrease,65f51a114f9d8d272d90c786,6787b1995fd5d55fa9ca3edd,65f51a114f9d8d272d90c786,AWAITING REVIEW,Not Applicable,2025-01-15T13:01:17.737000Z,2025-01-15T13:04:16.599000Z,,2025-01-15T13:04:17.248245Z,179,NOCODE,43,"English, Hindi",Hinduism,Yes. Both public and private,26,Male,Asian,India,India,India,English,Yes,DATA_EXPIRED
1/15/2025 8:05,1/15/2025 8:06,IP Address,185.174.154.51,100,55,TRUE,1/15/2025 8:06,R_20DBukdBexfKDlO,,,,,53.1213,18.0137,anonymous,ZH-T,66fad9ea9283230474355e2a,strongly believe,graduate school (postgraduate),Daily or more,Yes,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,will definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,66fad9ea9283230474355e2a,6787b280435fb49be35a0adf,66fad9ea9283230474355e2a,AWAITING REVIEW,Not Applicable,2025-01-15T13:05:15.613000Z,2025-01-15T13:06:35.024000Z,,2025-01-15T13:06:36.736779Z,80,NOCODE,25,"English, Polish, Esperanto, German",Hinduism,Yes. Both public and private,26,Male,White,Poland,Poland,Poland,Polish,No,Full-Time
1/15/2025 8:03,1/15/2025 8:10,IP Address,90.247.71.193,100,421,TRUE,1/15/2025 8:10,R_8aqPfNPAant2I6d,,,,,51.6552,-0.3879,anonymous,ZH-T,671c12b7108a7e88aa8706fe,strongly believe,undergraduate (college/University),Daily or more,Yes,remain the same,may increase,may decrease,remain the same,may decrease,may decrease,may increase,may increase,may increase,may increase,may increase,may increase,may increase,remain the same,may decrease,may decrease,671c12b7108a7e88aa8706fe,6787b21506a90396cafb7a1d,671c12b7108a7e88aa8706fe,AWAITING REVIEW,Not Applicable,2025-01-15T13:03:22.613000Z,2025-01-15T13:11:03.508000Z,,2025-01-15T13:11:04.375913Z,461,NOCODE,89,"Hindi, English",Hinduism,Yes. Both public and private,39,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
1/15/2025 8:07,1/15/2025 8:12,IP Address,24.201.182.35,100,267,TRUE,1/15/2025 8:12,R_7PGfW7UePNf3SGl,,,,,45.5329,-73.5565,anonymous,ZH-T,66063e30b927403afa9cc13f,somewhat believe,graduate school (postgraduate),2-3 times a year,Yes,may decrease,very likely to decrease,may decrease,may decrease,may decrease,remain the same,definitely increase,definitely increase,very likely to increase,very likely to increase,may increase,very likely to increase,remain the same,remain the same,definitely decrease,definitely decrease,66063e30b927403afa9cc13f,6787b2dd7b9d93e6446eaf42,66063e30b927403afa9cc13f,AWAITING REVIEW,Not Applicable,2025-01-15T13:07:47.729000Z,2025-01-15T13:12:36.654000Z,,2025-01-15T13:12:37.160951Z,289,NOCODE,310,"English, French, Hindi, Punjabi",Hinduism,Yes. Both public and private,49,Female,Asian,Canada,Canada,Canada,English,No,Full-Time
1/15/2025 8:17,1/15/2025 8:20,IP Address,37.60.108.149,100,203,TRUE,1/15/2025 8:20,R_8kIEwy4FksnsT4J,,,,,51.8613,-0.4656,anonymous,ZH-T,66a0fcdb22fe19b2ac4b152e,strongly believe,high school,Once a week,Yes,remain the same,remain the same,very likely to decrease,may decrease,may decrease,very likely to decrease,very likely to increase,very likely to increase,will definitely increase,very likely to increase,definitely increase,very likely to increase,may increase,may increase,very likely to decrease,may decrease,66a0fcdb22fe19b2ac4b152e,6787b547d35832718be6c1d8,66a0fcdb22fe19b2ac4b152e,AWAITING REVIEW,Not Applicable,2025-01-15T13:16:59.650000Z,2025-01-15T13:20:54.031000Z,,2025-01-15T13:20:55.677777Z,235,NOCODE,305,"English, Hindi",Hinduism,Yes. Both public and private,20,Female,Asian,India,United Kingdom,India,Hindi,Yes,Full-Time
1/15/2025 8:20,1/15/2025 8:24,IP Address,81.242.173.55,100,244,TRUE,1/15/2025 8:24,R_2HXQ5Xn9g5meiRk,,,,,51.2192,4.3917,anonymous,ZH-T,607e6d83bfdf7585c059dc4b,somewhat believe,undergraduate (college/University),Once a few months,Yes,remain the same,very likely to increase,remain the same,very likely to increase,remain the same,very likely to increase,remain the same,very likely to increase,remain the same,definitely increase,remain the same,definitely increase,remain the same,definitely increase,remain the same,very likely to increase,607e6d83bfdf7585c059dc4b,6787b5f7d39037b16dc40a39,607e6d83bfdf7585c059dc4b,AWAITING REVIEW,Not Applicable,2025-01-15T13:20:06.247000Z,2025-01-15T13:24:34.492000Z,,2025-01-15T13:24:35.202807Z,269,NOCODE,283,"Dutch, English, Nepali",Hinduism,Yes. Both public and private,27,Male,Asian,Nepal,Belgium,Belgium,Nepali,No,Full-Time
1/15/2025 8:20,1/15/2025 8:29,IP Address,82.73.75.191,100,499,TRUE,1/15/2025 8:29,R_2JC2FU4ZQAjULN0,,,,,51.5523,5.0965,anonymous,ZH-T,5e316786814a08000dfb4bdb,somewhat believe,undergraduate (college/University),Once a month,Yes,may decrease,remain the same,may decrease,remain the same,may decrease,may increase,very likely to increase,definitely increase,very likely to increase,may increase,remain the same,may increase,remain the same,remain the same,may decrease,may decrease,5e316786814a08000dfb4bdb,6787b626218555e4186eb026,5e316786814a08000dfb4bdb,AWAITING REVIEW,Not Applicable,2025-01-15T13:20:40.649000Z,2025-01-15T13:29:15.679000Z,,2025-01-15T13:29:16.851700Z,516,NOCODE,1209,"Dutch, English",Hinduism,Yes. Both public and private,27,Male,Asian,Netherlands,Netherlands,Netherlands,Dutch,Yes,Unemployed (and job seeking)
1/15/2025 8:28,1/15/2025 8:32,IP Address,70.27.116.121,100,243,TRUE,1/15/2025 8:32,R_1W75cJhCzUTgZwJ,,,,,43.7489,-79.4422,anonymous,ZH-T,6642122a3650c28b1e2e367a,strongly believe,graduate school (postgraduate),Daily or more,Yes,may decrease,definitely increase,may decrease,definitely increase,may decrease,definitely increase,definitely increase,definitely increase,very likely to increase,definitely increase,definitely increase,definitely increase,may increase,definitely increase,may decrease,definitely increase,6642122a3650c28b1e2e367a,6787b7d5d8a0eb79d305ea59,6642122a3650c28b1e2e367a,AWAITING REVIEW,Not Applicable,2025-01-15T13:27:49.724000Z,2025-01-15T13:32:54.818000Z,,2025-01-15T13:32:55.409352Z,306,NOCODE,277,"Hindi, English",Hinduism,Yes. Both public and private,28,Male,Asian,India,Canada,India,English,No,Full-Time
1/15/2025 8:38,1/15/2025 8:44,IP Address,49.36.138.29,100,326,TRUE,1/15/2025 8:44,R_4OcARwNwBZ1lTRm,,,,,28.652,77.1663,anonymous,ZH-T,66c74ec45b63c3b484c3baa2,strongly believe,undergraduate (college/University),Daily or more,Yes,remain the same,may increase,may decrease,may decrease,very likely to decrease,may decrease,definitely increase,definitely increase,will definitely increase,very likely to increase,remain the same,remain the same,definitely increase,very likely to increase,may decrease,very likely to decrease,66c74ec45b63c3b484c3baa2,6787ba4bfb906ead70905bbb,66c74ec45b63c3b484c3baa2,AWAITING REVIEW,Not Applicable,2025-01-15T13:38:30.005000Z,2025-01-15T13:46:25.947000Z,,2025-01-15T13:46:26.912743Z,476,NOCODE,51,"English, Hindi",Hinduism,Yes. Both public and private,20,Female,Asian,India,India,India,Hindi,Yes,Part-Time
1/15/2025 8:44,1/15/2025 8:46,IP Address,49.36.138.29,100,114,TRUE,1/15/2025 8:46,R_4fa8TufZ9unMGfz,,,,,28.652,77.1663,anonymous,ZH-T,66c74ec45b63c3b484c3baa2,,,Daily or more,Yes,may decrease,remain the same,may decrease,may decrease,very likely to decrease,may decrease,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,remain the same,very likely to increase,very likely to increase,very likely to decrease,very likely to decrease,66c74ec45b63c3b484c3baa2,6787ba4bfb906ead70905bbb,66c74ec45b63c3b484c3baa2,AWAITING REVIEW,Not Applicable,2025-01-15T13:38:30.005000Z,2025-01-15T13:46:25.947000Z,,2025-01-15T13:46:26.912743Z,476,NOCODE,51,"English, Hindi",Hinduism,Yes. Both public and private,20,Female,Asian,India,India,India,Hindi,Yes,Part-Time
1/15/2025 9:10,1/15/2025 9:13,IP Address,196.32.248.23,100,192,TRUE,1/15/2025 9:13,R_8Zi3GGLQw0kOvi9,,,,,-29.9056,30.9405,anonymous,ZH-T,669d39e232c7511c9f852903,somewhat believe,undergraduate (college/University),Once a month,Yes,may decrease,may decrease,definitely decrease,definitely decrease,definitely decrease,very likely to decrease,remain the same,very likely to decrease,very likely to increase,definitely increase,definitely increase,definitely increase,definitely increase,very likely to increase,definitely decrease,may decrease,669d39e232c7511c9f852903,6787c1b125f35ae594dedbe9,669d39e232c7511c9f852903,AWAITING REVIEW,Not Applicable,2025-01-15T14:10:09.291000Z,2025-01-15T14:13:48.601000Z,,2025-01-15T14:14:05.425967Z,220,NOCODE,77,English,Hinduism,Yes. Both public and private,22,Female,Asian,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
1/15/2025 9:13,1/15/2025 9:13,IP Address,196.32.248.23,5,4,FALSE,1/22/2025 9:13,R_8GHOd9r21Ke5x18,,,,,-29.9056,30.9405,anonymous,ZH-T,669d39e232c7511c9f852903,,,,,,,,,,,,,,,,,,,,,669d39e232c7511c9f852903,6787c1b125f35ae594dedbe9,669d39e232c7511c9f852903,AWAITING REVIEW,Not Applicable,2025-01-15T14:10:09.291000Z,2025-01-15T14:13:48.601000Z,,2025-01-15T14:14:05.425967Z,220,NOCODE,77,English,Hinduism,Yes. Both public and private,22,Female,Asian,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
1/15/2025 9:19,1/15/2025 9:22,IP Address,148.252.147.203,100,209,TRUE,1/15/2025 9:22,R_2RPlRfwDvBCQ6gt,,,,,51.4964,-0.1224,anonymous,ZH-T,5908ee77d4b33900015cb3f7,somewhat believe,graduate school (postgraduate),Once a few months,Yes,may decrease,may increase,remain the same,remain the same,very likely to decrease,very likely to increase,definitely increase,definitely increase,will definitely increase,definitely increase,definitely decrease,may increase,remain the same,very likely to increase,very likely to decrease,definitely increase,5908ee77d4b33900015cb3f7,6787c3e4ba419f804e78cd31,5908ee77d4b33900015cb3f7,TIMED-OUT,Not Applicable,2025-01-15T14:19:16.950000Z,,,,913460,,9,English,Hinduism,Yes. Both public and private,51,Female,Asian,India,United Kingdom,United Kingdom,English,No,Full-Time
1/15/2025 9:22,1/15/2025 9:28,IP Address,75.164.148.12,100,353,TRUE,1/15/2025 9:28,R_7co1UrpMcopldqF,,,,,45.5472,-122.6417,anonymous,ZH-T,62e0715747189999644b9868,strongly believe,undergraduate (college/University),Once a week,Yes,may decrease,very likely to increase,may decrease,very likely to increase,may decrease,may increase,definitely increase,very likely to increase,very likely to increase,very likely to increase,definitely increase,definitely increase,very likely to increase,definitely increase,very likely to decrease,definitely increase,62e0715747189999644b9868,6787c485cf1375da6dfcc423,62e0715747189999644b9868,AWAITING REVIEW,Not Applicable,2025-01-15T14:22:04.528000Z,2025-01-15T14:28:43.786000Z,,2025-01-15T14:28:44.995718Z,400,NOCODE,2610,English,Hinduism,Yes. Both public and private,28,Male,Asian,United States,United States,India,English,No,Full-Time
1/15/2025 9:29,1/15/2025 9:38,IP Address,69.109.129.139,100,531,TRUE,1/15/2025 9:38,R_1k2hu4oaYijQx7O,,,,,34.111,-84.3025,anonymous,ZH-T,67358110193306101974db30,strongly believe,graduate school (postgraduate),Daily or more,Yes,remain the same,remain the same,remain the same,remain the same,may decrease,remain the same,may increase,remain the same,may increase,may increase,may increase,remain the same,may increase,remain the same,may decrease,may decrease,67358110193306101974db30,6787c63471546b7a6681cce1,67358110193306101974db30,AWAITING REVIEW,Not Applicable,2025-01-15T14:29:27.424000Z,2025-01-15T14:38:44.089000Z,,2025-01-15T14:38:44.640320Z,557,NOCODE,188,"Hindi, English",Hinduism,Yes. Both public and private,33,Female,Asian,India,United States,India,English,No,Unemployed (and job seeking)
