,Submission id,Participant id,Status_x,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Religious affiliation,Fluent languages,Participation in regular religious activities,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,StartDate,EndDate,Status_y,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q34,1.1,1.2,1.3,Q33,4.1,4.2,8.1,8.2,5.1,5.2,6.1,6.2,7.1,7.2,3.1,3.2,10.1,10.2,9.1,9.2,PROLIFIC_PID
78,67c6b85d86e850545fb377e5,660932795175d7b9e5fd29dc,AWAITING REVIEW,Not Applicable,2025-03-04T08:23:09.708000Z,2025-03-04T08:30:47.755000Z,,2025-03-04T08:30:48.426874Z,459.0,NOCODE,36,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","English, Swahili",Yes. Both public and private,26,Female,Black,Kenya,Kenya,Kenya,English,No,Unemployed (and job seeking),2025-03-04 03:23:23,2025-03-04 03:30:03,IP Address,196.97.0.209,100,400,True,2025-03-04 03:30:03,R_271CYf6ZQTrKOAN,,,,,-1.2841,36.8155,anonymous,ZH-T,660932795175d7b9e5fd29dc,strongly believe,undergraduate (college/University),Daily or more,Yes,remain the same,definitely increase,may increase,very likely to increase,may increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,may increase,may increase,remain the same,definitely increase,may decrease,definitely increase,660932795175d7b9e5fd29dc
79,67c6b870cf1680aa3cd1f0ad,66b768ecac83b9015c128fe3,AWAITING REVIEW,Not Applicable,2025-03-04T08:23:12.358000Z,2025-03-04T08:27:49.101000Z,,2025-03-04T08:27:49.663333Z,277.0,NOCODE,182,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Afrikaans, Albanian, Bulgarian, Croatian, Dutch, English, Hebrew, German, Japanese, Hungarian, Italian",Yes. Both public and private,30,Female,Black,South Africa,South Africa,South Africa,Other,Yes,Full-Time,2025-03-04 03:23:15,2025-03-04 03:27:29,IP Address,102.182.46.138,100,254,True,2025-03-04 03:27:30,R_8X7811ZFRf8l5El,,,,,-26.2309,28.0583,anonymous,ZH-T,66b768ecac83b9015c128fe3,somewhat believe,graduate school (postgraduate),Once a week,Yes,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,remain the same,definitely increase,definitely increase,definitely increase,66b768ecac83b9015c128fe3
80,67c6b87677728310cc3fb378,6752cd686e33d925871db308,AWAITING REVIEW,Not Applicable,2025-03-04T08:24:44.194000Z,2025-03-04T08:33:17.733000Z,,2025-03-04T08:33:18.384599Z,514.0,6752cd686e33d925871db308,27,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,30,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-04 03:24:51,2025-03-04 03:32:31,IP Address,41.122.201.139,100,460,True,2025-03-04 03:32:32,R_21Al1zUGvSKF2Zb,,,,,-29.8553,31.0428,anonymous,ZH-T,6752cd686e33d925871db308,strongly believe,graduate school (postgraduate),Daily or more,Yes,remain the same,definitely increase,remain the same,definitely increase,remain the same,very likely to increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,remain the same,definitely increase,6752cd686e33d925871db308
81,67c6b88e73eb774f3dca8d66,611bf41079ffca32db5a3080,AWAITING REVIEW,Not Applicable,2025-03-04T08:23:42.158000Z,2025-03-04T08:29:10.932000Z,,2025-03-04T08:29:11.600585Z,329.0,NOCODE,519,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,22,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-04 03:23:46,2025-03-04 03:28:53,IP Address,41.76.103.70,100,307,True,2025-03-04 03:28:54,R_2Eu732tNFRKL6Jc,,,,,-26.2309,28.0583,anonymous,ZH-T,611bf41079ffca32db5a3080,strongly believe,undergraduate (college/University),Once a week,Yes,may increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,may increase,very likely to increase,611bf41079ffca32db5a3080
82,67c6b8c75201c3d6d940ebe2,5f60f6b65bd9c0022dcf9ace,AWAITING REVIEW,Not Applicable,2025-03-04T08:25:02.537000Z,2025-03-04T08:32:38.438000Z,,2025-03-04T08:32:39.052487Z,456.0,NOCODE,247,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,27,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time,2025-03-04 03:25:08,2025-03-04 03:31:59,IP Address,105.245.114.88,100,411,True,2025-03-04 03:32:00,R_88hTqx2wX3ybdlv,,,,,-25.757,28.1443,anonymous,ZH-T,5f60f6b65bd9c0022dcf9ace,strongly believe,graduate school (postgraduate),Daily or more,Yes,may increase,definitely increase,definitely increase,definitely increase,may increase,very likely to increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,remain the same,may increase,5f60f6b65bd9c0022dcf9ace
83,67c6b8d4265521e46ec5b235,6723a3fa669909ce1545b4ef,AWAITING REVIEW,Not Applicable,2025-03-04T08:24:52.351000Z,2025-03-04T08:33:00.097000Z,,2025-03-04T08:33:00.757098Z,488.0,NOCODE,42,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Afrikaans, English",Yes. Both public and private,21,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time,2025-03-04 03:25:04,2025-03-04 03:32:20,IP Address,105.245.122.36,100,436,True,2025-03-04 03:32:22,R_8dEuJUi7Y71TEtS,,,,,-25.757,28.1443,anonymous,ZH-T,6723a3fa669909ce1545b4ef,strongly believe,graduate school (postgraduate),Daily or more,Yes,very likely to increase,definitely increase,definitely increase,definitely increase,very likely to increase,very likely to increase,definitely increase,very likely to increase,very likely to increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,remain the same,may increase,6723a3fa669909ce1545b4ef
84,67c6b8de41c29eedb5b424b3,66952ba46ef2aa6db9da6863,AWAITING REVIEW,Not Applicable,2025-03-04T08:25:02.697000Z,2025-03-04T08:28:42.916000Z,,2025-03-04T08:28:43.565337Z,221.0,NOCODE,59,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,22,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time,2025-03-04 03:25:08,2025-03-04 03:28:18,IP Address,41.13.84.59,100,190,True,2025-03-04 03:28:18,R_2D0PCDiALxziRUE,,,,,-25.757,28.1443,anonymous,ZH-T,66952ba46ef2aa6db9da6863,strongly believe,undergraduate (college/University),Daily or more,Yes,remain the same,may increase,may decrease,very likely to increase,definitely decrease,remain the same,may decrease,may increase,remain the same,may increase,remain the same,may decrease,remain the same,may increase,very likely to decrease,very likely to increase,66952ba46ef2aa6db9da6863
85,67c6b8f47b8ec2770e45a452,616fd6aac8d209bdcd631c2a,AWAITING REVIEW,Not Applicable,2025-03-04T08:26:06.017000Z,2025-03-04T08:46:15.967000Z,,2025-03-04T08:46:16.666693Z,1210.0,NOCODE,357,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,27,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking),2025-03-04 03:26:10,2025-03-04 03:40:26,IP Address,105.245.116.81,100,855,True,2025-03-04 03:40:27,R_8AMs8icpYcOBIsx,,,,,-25.757,28.1443,anonymous,ZH-T,616fd6aac8d209bdcd631c2a,strongly believe,undergraduate (college/University),Once a few months,Yes,very likely to decrease,may decrease,very likely to decrease,very likely to increase,very likely to decrease,very likely to increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,very likely to increase,definitely increase,may decrease,very likely to decrease,616fd6aac8d209bdcd631c2a
86,67c6b8f65f4200e5d0ec6c43,6159f4cfb6b9db3c322e8b66,AWAITING REVIEW,Not Applicable,2025-03-04T08:25:38.601000Z,2025-03-04T08:32:27.905000Z,,2025-03-04T08:32:28.667991Z,410.0,NOCODE,625,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Afrikaans, English",Yes. Both public and private,30,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time,2025-03-04 03:26:07,2025-03-04 03:32:08,IP Address,41.122.92.12,100,360,True,2025-03-04 03:32:08,R_8fd1e3j6yWTW245,,,,,-27.9801,26.729,anonymous,ZH-T,6159f4cfb6b9db3c322e8b66,strongly believe,undergraduate (college/University),2-3 times a year,Yes,very likely to decrease,remain the same,may decrease,remain the same,definitely decrease,definitely decrease,definitely increase,definitely increase,definitely increase,definitely increase,very likely to increase,definitely increase,definitely decrease,definitely increase,definitely decrease,very likely to decrease,6159f4cfb6b9db3c322e8b66
87,67c6b900e96b968d76a3b1a1,5f857edcc4d42502bec40821,AWAITING REVIEW,Not Applicable,2025-03-04T08:25:36.600000Z,2025-03-04T08:33:11.723000Z,,2025-03-04T08:33:12.766399Z,456.0,NOCODE,1140,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","English, Greek",Yes. Both public and private,54,Female,White,Greece,Greece,Greece,Greek,No,Full-Time,2025-03-04 03:25:38,2025-03-04 03:32:56,IP Address,195.97.110.141,100,437,True,2025-03-04 03:32:57,R_2XvB6xxGeUPpNER,,,,,37.9842,23.7353,anonymous,ZH-T,5f857edcc4d42502bec40821,somewhat believe,undergraduate (college/University),Once a few months,Yes,remain the same,remain the same,very likely to decrease,very likely to decrease,very likely to decrease,remain the same,definitely increase,may increase,definitely increase,very likely to increase,definitely increase,very likely to increase,remain the same,may increase,may decrease,stay the same,5f857edcc4d42502bec40821
88,67c6b90e1ba94c8cd4338479,67605fd17b8d0f9f103620fd,AWAITING REVIEW,Not Applicable,2025-03-04T08:25:54.860000Z,2025-03-04T08:30:13.310000Z,,2025-03-04T08:30:15.148614Z,259.0,NOCODE,75,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Afrikaans, English, Other",Yes. Both public and private,18,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-04 03:25:57,2025-03-04 03:30:00,IP Address,41.122.92.252,100,243,True,2025-03-04 03:30:01,R_2CH2YTkxhFexu4C,,,,,-27.9801,26.729,anonymous,ZH-T,67605fd17b8d0f9f103620fd,strongly believe,high school,Daily or more,Yes,remain the same,definitely increase,remain the same,definitely increase,may decrease,definitely increase,definitely increase,remain the same,definitely increase,definitely increase,remain the same,remain the same,remain the same,remain the same,remain the same,definitely increase,67605fd17b8d0f9f103620fd
89,67c6b91eb315e25fc0940254,611fe3724de07ad814799336,AWAITING REVIEW,Not Applicable,2025-03-04T08:26:12.429000Z,2025-03-04T08:33:33.180000Z,,2025-03-04T08:33:33.800313Z,441.0,NOCODE,430,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,29,Male,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-04 03:26:15,2025-03-04 03:33:08,IP Address,41.189.69.110,100,412,True,2025-03-04 03:33:08,R_2mhgiBJCDkYJlzk,,,,,-26.0964,27.991,anonymous,ZH-T,611fe3724de07ad814799336,strongly believe,undergraduate (college/University),Once a week,Yes,may increase,definitely increase,remain the same,definitely increase,remain the same,definitely increase,definitely increase,definitely increase,remain the same,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,may increase,stay the same,611fe3724de07ad814799336
90,67c6b922e7e31ed4a103b9bd,676d2dd167e2ab5c6e0962a8,AWAITING REVIEW,Not Applicable,2025-03-04T08:26:10.071000Z,2025-03-04T08:28:12.998000Z,,2025-03-04T08:28:13.512914Z,123.0,NOCODE,26,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,80,Female,Black,South Africa,South Africa,South Africa,English,No,Part-Time,2025-03-04 03:26:23,2025-03-04 03:27:53,IP Address,105.245.180.9,100,90,True,2025-03-04 03:27:54,R_21S4y3SLW1qCowx,,,,,-29.8427,31.0141,anonymous,ZH-T,676d2dd167e2ab5c6e0962a8,strongly believe,graduate school (postgraduate),Daily or more,Yes,remain the same,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,very likely to increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,676d2dd167e2ab5c6e0962a8
91,67c6b93708abe367a4d7d3b0,613a6eecc7f50121867de339,AWAITING REVIEW,Not Applicable,2025-03-04T08:27:00.857000Z,2025-03-04T08:34:36.901000Z,,2025-03-04T08:34:37.603078Z,457.0,NOCODE,80,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Afrikaans, English",Yes. Both public and private,44,Male,Mixed,South Africa,South Africa,South Africa,English,No,Full-Time,2025-03-04 03:27:08,2025-03-04 03:34:02,IP Address,197.239.164.7,100,414,True,2025-03-04 03:34:03,R_8IS6xtmnWgY3mzx,,,,,-33.914,18.4129,anonymous,ZH-T,613a6eecc7f50121867de339,strongly believe,high school,Once a week,Yes,remain the same,very likely to increase,remain the same,very likely to increase,remain the same,may increase,remain the same,may increase,remain the same,very likely to increase,remain the same,remain the same,remain the same,may increase,remain the same,may increase,613a6eecc7f50121867de339
92,67c6b975653d900e124d1d36,67829af36fb0f17e2427e7da,AWAITING REVIEW,Not Applicable,2025-03-04T08:28:04.676000Z,2025-03-04T08:34:06.683000Z,,2025-03-04T08:34:07.408646Z,363.0,NOCODE,70,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,33,Female,Black,Nigeria,United Kingdom,United Kingdom,English,No,Part-Time,2025-03-04 03:28:09,2025-03-04 03:33:15,IP Address,216.120.189.138,100,306,True,2025-03-04 03:33:16,R_8ZE7S4NSRLK0Zqa,,,,,51.5081,-0.1278,anonymous,ZH-T,67829af36fb0f17e2427e7da,strongly believe,graduate school (postgraduate),Daily or more,Yes,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,67829af36fb0f17e2427e7da
93,67c6b97f5a6205582b17c34d,5e870b4728310c34314218fe,AWAITING REVIEW,Not Applicable,2025-03-04T08:27:43.893000Z,2025-03-04T08:33:52.408000Z,,2025-03-04T08:33:53.039868Z,369.0,NOCODE,240,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,61,Female,Asian,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-04 03:27:51,2025-03-04 03:33:22,IP Address,102.223.57.11,100,330,True,2025-03-04 03:33:23,R_8YRaPrEO2O0I1Ql,,,,,-29.8427,31.0141,anonymous,ZH-T,5e870b4728310c34314218fe,strongly believe,graduate school (postgraduate),Once a week,Yes,remain the same,very likely to increase,remain the same,may increase,remain the same,very likely to increase,remain the same,very likely to increase,may increase,very likely to increase,very likely to increase,definitely increase,definitely increase,definitely increase,remain the same,very likely to increase,5e870b4728310c34314218fe
94,67c6b9953d182b647f5ed3f3,6763e9a7d525016af318cdaa,AWAITING REVIEW,Not Applicable,2025-03-04T08:28:05.012000Z,2025-03-04T08:40:29.374000Z,,2025-03-04T08:40:30.725531Z,745.0,NOCODE,37,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,24,Male,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time,2025-03-04 03:28:09,2025-03-04 03:39:50,IP Address,41.144.0.142,100,700,True,2025-03-04 03:39:51,R_8lsEDqcubliSi6t,,,,,-29.8553,31.0428,anonymous,ZH-T,6763e9a7d525016af318cdaa,strongly believe,graduate school (postgraduate),Daily or more,Yes,very likely to decrease,very likely to decrease,definitely decrease,very likely to decrease,definitely decrease,very likely to decrease,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,very likely to increase,very likely to increase,definitely decrease,very likely to decrease,6763e9a7d525016af318cdaa
95,67c6b9ccb4ca95f521c65e22,65e332101c6e23cd9e1e8a44,AWAITING REVIEW,Not Applicable,2025-03-04T08:29:00.389000Z,2025-03-04T08:32:53.994000Z,,2025-03-04T08:32:54.674007Z,234.0,NOCODE,166,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","English, Other",Yes. Both public and private,41,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time,2025-03-04 03:29:03,2025-03-04 03:32:38,IP Address,41.150.32.39,100,214,True,2025-03-04 03:32:39,R_2mPFjzzeUoGxbQl,,,,,-26.2309,28.0583,anonymous,ZH-T,65e332101c6e23cd9e1e8a44,strongly believe,high school,Daily or more,Yes,remain the same,definitely increase,very likely to decrease,remain the same,may decrease,definitely increase,definitely increase,definitely increase,definitely increase,very likely to increase,remain the same,definitely increase,remain the same,very likely to increase,may decrease,definitely increase,65e332101c6e23cd9e1e8a44
